"timestamp","value","state_context"
"2026-02-03 20:02:42.4+00","436","CYCLE_COUNT"
"2026-02-03 20:02:52.418+00","437","CYCLE_COUNT"
"2026-02-03 20:03:04.44+00","438","CYCLE_COUNT"
"2026-02-03 20:03:13.959+00","439","CYCLE_COUNT"
"2026-02-03 20:03:25.98+00","440","CYCLE_COUNT"
"2026-02-03 20:03:35.497+00","441","CYCLE_COUNT"
"2026-02-03 20:03:47.518+00","442","CYCLE_COUNT"
"2026-02-03 20:03:58.037+00","443","CYCLE_COUNT"
"2026-02-03 20:04:09.557+00","444","CYCLE_COUNT"
"2026-02-03 20:04:21.576+00","445","CYCLE_COUNT"
"2026-02-03 20:04:32.092+00","446","CYCLE_COUNT"
"2026-02-03 20:04:45.117+00","447","CYCLE_COUNT"
"2026-02-03 20:05:09.155+00","448","CYCLE_COUNT"
"2026-02-03 20:05:17.671+00","449","CYCLE_COUNT"
"2026-02-03 20:05:25.184+00","450","CYCLE_COUNT"
"2026-02-03 20:05:34.702+00","451","CYCLE_COUNT"
"2026-02-03 20:05:44.218+00","452","CYCLE_COUNT"
"2026-02-03 20:05:52.733+00","453","CYCLE_COUNT"
"2026-02-03 20:06:02.252+00","454","CYCLE_COUNT"
"2026-02-03 20:06:10.768+00","455","CYCLE_COUNT"
"2026-02-03 20:06:22.287+00","456","CYCLE_COUNT"
"2026-02-03 20:06:34.306+00","457","CYCLE_COUNT"
"2026-02-03 20:06:45.327+00","458","CYCLE_COUNT"
"2026-02-03 20:06:55.846+00","459","CYCLE_COUNT"
"2026-02-03 20:07:07.368+00","460","CYCLE_COUNT"
"2026-02-03 20:07:17.887+00","461","CYCLE_COUNT"
"2026-02-03 20:07:28.907+00","462","CYCLE_COUNT"
"2026-02-03 20:07:40.925+00","463","CYCLE_COUNT"
"2026-02-03 20:07:55.953+00","464","CYCLE_COUNT"
"2026-02-03 20:08:04.971+00","465","CYCLE_COUNT"
"2026-02-03 20:08:16.993+00","466","CYCLE_COUNT"
"2026-02-03 20:08:24.507+00","467","CYCLE_COUNT"
"2026-02-03 20:08:36.527+00","468","CYCLE_COUNT"
"2026-02-03 20:08:47.047+00","469","CYCLE_COUNT"
"2026-02-03 20:08:58.57+00","470","CYCLE_COUNT"
"2026-02-03 20:09:09.086+00","471","CYCLE_COUNT"
"2026-02-03 20:09:19.606+00","472","CYCLE_COUNT"
"2026-02-03 20:09:30.126+00","473","CYCLE_COUNT"
"2026-02-03 20:09:44.153+00","474","CYCLE_COUNT"
"2026-02-03 20:09:53.67+00","475","CYCLE_COUNT"
"2026-02-03 20:10:05.694+00","476","CYCLE_COUNT"
"2026-02-03 20:10:16.21+00","477","CYCLE_COUNT"
"2026-02-03 20:10:27.229+00","478","CYCLE_COUNT"
"2026-02-03 20:10:36.245+00","479","CYCLE_COUNT"
"2026-02-03 20:10:48.267+00","480","CYCLE_COUNT"
"2026-02-03 20:10:57.284+00","481","CYCLE_COUNT"
"2026-02-03 20:11:10.807+00","482","CYCLE_COUNT"
"2026-02-03 20:11:20.825+00","483","CYCLE_COUNT"
"2026-02-03 20:11:32.348+00","484","CYCLE_COUNT"
"2026-02-03 20:11:42.868+00","485","CYCLE_COUNT"
"2026-02-03 20:11:54.89+00","486","CYCLE_COUNT"
"2026-02-03 20:12:04.408+00","487","CYCLE_COUNT"
"2026-02-03 20:12:16.933+00","488","CYCLE_COUNT"
"2026-02-03 20:12:26.449+00","489","CYCLE_COUNT"
"2026-02-03 20:12:39.472+00","490","CYCLE_COUNT"
"2026-02-03 20:12:48.99+00","491","CYCLE_COUNT"
"2026-02-03 20:13:00.51+00","492","CYCLE_COUNT"
"2026-02-03 20:13:10.027+00","493","CYCLE_COUNT"
"2026-02-03 20:13:23.55+00","494","CYCLE_COUNT"
"2026-02-03 20:13:33.069+00","495","CYCLE_COUNT"
"2026-02-03 20:13:45.593+00","496","CYCLE_COUNT"
"2026-02-03 20:13:55.11+00","497","CYCLE_COUNT"
"2026-02-03 20:14:07.633+00","498","CYCLE_COUNT"
"2026-02-03 20:14:16.651+00","499","CYCLE_COUNT"
"2026-02-03 20:14:33.681+00","500","CYCLE_COUNT"
"2026-02-03 20:14:41.195+00","501","CYCLE_COUNT"
"2026-02-03 20:14:51.713+00","502","CYCLE_COUNT"
"2026-02-03 20:15:01.23+00","503","CYCLE_COUNT"
"2026-02-03 20:15:17.257+00","504","CYCLE_COUNT"
"2026-02-03 20:15:26.271+00","505","CYCLE_COUNT"
"2026-02-03 20:15:36.792+00","506","CYCLE_COUNT"
"2026-02-03 20:15:45.307+00","507","CYCLE_COUNT"
"2026-02-03 20:15:57.331+00","508","CYCLE_COUNT"
"2026-02-03 20:16:06.847+00","509","CYCLE_COUNT"
"2026-02-03 20:16:18.87+00","510","CYCLE_COUNT"
"2026-02-03 20:16:28.388+00","511","CYCLE_COUNT"
"2026-02-03 20:16:42.415+00","512","CYCLE_COUNT"
"2026-02-03 20:16:52.435+00","513","CYCLE_COUNT"
"2026-02-03 20:17:03.955+00","514","CYCLE_COUNT"
"2026-02-03 20:17:13.474+00","515","CYCLE_COUNT"
"2026-02-03 20:17:24.997+00","516","CYCLE_COUNT"
"2026-02-03 20:17:35.514+00","517","CYCLE_COUNT"
"2026-02-03 20:17:48.038+00","518","CYCLE_COUNT"
"2026-02-03 20:17:59.06+00","519","CYCLE_COUNT"
"2026-02-03 20:18:10.581+00","520","CYCLE_COUNT"
"2026-02-03 20:18:20.098+00","521","CYCLE_COUNT"
"2026-02-03 20:18:33.121+00","522","CYCLE_COUNT"
"2026-02-03 20:18:42.134+00","523","CYCLE_COUNT"
"2026-02-03 20:18:54.157+00","524","CYCLE_COUNT"
"2026-02-03 20:19:08.681+00","525","CYCLE_COUNT"
"2026-02-03 20:19:16.196+00","526","CYCLE_COUNT"
"2026-02-03 20:19:25.713+00","527","CYCLE_COUNT"
"2026-02-03 20:19:39.238+00","528","CYCLE_COUNT"
"2026-02-03 20:19:49.256+00","529","CYCLE_COUNT"
"2026-02-03 20:20:04.785+00","530","CYCLE_COUNT"
"2026-02-03 20:20:15.304+00","531","CYCLE_COUNT"
"2026-02-03 20:20:23.82+00","532","CYCLE_COUNT"
"2026-02-03 20:20:33.837+00","533","CYCLE_COUNT"
"2026-02-03 20:20:52.371+00","534","CYCLE_COUNT"
"2026-02-03 20:20:58.883+00","535","CYCLE_COUNT"
"2026-02-03 20:21:11.406+00","536","CYCLE_COUNT"
"2026-02-03 20:21:19.421+00","537","CYCLE_COUNT"
"2026-02-03 20:21:28.938+00","538","CYCLE_COUNT"
"2026-02-03 20:21:40.958+00","539","CYCLE_COUNT"
"2026-02-03 20:21:56.486+00","540","CYCLE_COUNT"
"2026-02-03 20:22:06.002+00","541","CYCLE_COUNT"
"2026-02-03 20:22:13.012+00","542","CYCLE_COUNT"
"2026-02-03 20:22:24.034+00","543","CYCLE_COUNT"
"2026-02-03 20:22:38.56+00","544","CYCLE_COUNT"
"2026-02-03 20:22:45.571+00","545","CYCLE_COUNT"
"2026-02-03 20:22:57.095+00","546","CYCLE_COUNT"
"2026-02-03 20:23:08.117+00","547","CYCLE_COUNT"
"2026-02-03 20:23:20.137+00","548","CYCLE_COUNT"
"2026-02-03 20:23:31.658+00","549","CYCLE_COUNT"
"2026-02-03 20:23:41.676+00","550","CYCLE_COUNT"
"2026-02-03 20:23:52.694+00","551","CYCLE_COUNT"
"2026-02-03 20:24:02.712+00","552","CYCLE_COUNT"
"2026-02-03 20:24:14.233+00","553","CYCLE_COUNT"
"2026-02-03 20:24:21.251+00","554","CYCLE_COUNT"
"2026-02-03 20:24:28.263+00","555","CYCLE_COUNT"
"2026-02-03 20:24:36.777+00","556","CYCLE_COUNT"
"2026-02-03 20:24:47.297+00","557","CYCLE_COUNT"
"2026-02-03 20:24:58.817+00","558","CYCLE_COUNT"
"2026-02-03 20:25:09.834+00","559","CYCLE_COUNT"
"2026-02-03 20:25:20.856+00","560","CYCLE_COUNT"
"2026-02-03 20:25:33.377+00","561","CYCLE_COUNT"
"2026-02-03 20:25:43.897+00","562","CYCLE_COUNT"
"2026-02-03 20:25:54.417+00","563","CYCLE_COUNT"
"2026-02-03 20:44:38.017+00","1","CYCLE_COUNT"
"2026-02-03 20:45:59.236+00","2","CYCLE_COUNT"
"2026-02-03 20:46:10.257+00","3","CYCLE_COUNT"
"2026-02-03 20:46:17.772+00","4","CYCLE_COUNT"
"2026-02-03 20:46:27.289+00","5","CYCLE_COUNT"
"2026-02-03 20:46:43.32+00","6","CYCLE_COUNT"
"2026-02-03 20:47:04.355+00","7","CYCLE_COUNT"
"2026-02-03 20:47:07.862+00","8","CYCLE_COUNT"
"2026-02-03 20:47:30.903+00","9","CYCLE_COUNT"
"2026-02-03 20:47:35.411+00","10","CYCLE_COUNT"
"2026-02-03 20:47:48.935+00","11","CYCLE_COUNT"
"2026-02-03 20:47:52.94+00","12","CYCLE_COUNT"
"2026-02-03 20:48:12.976+00","13","CYCLE_COUNT"
"2026-02-03 20:48:21.991+00","14","CYCLE_COUNT"
"2026-02-03 20:48:32.009+00","15","CYCLE_COUNT"
"2026-02-03 20:48:39.022+00","16","CYCLE_COUNT"
"2026-02-03 20:48:54.049+00","17","CYCLE_COUNT"
"2026-02-03 20:48:57.556+00","18","CYCLE_COUNT"
"2026-02-03 20:49:09.579+00","19","CYCLE_COUNT"
"2026-02-03 20:49:18.094+00","20","CYCLE_COUNT"
"2026-02-03 20:49:28.114+00","21","CYCLE_COUNT"
"2026-02-03 20:50:13.197+00","22","CYCLE_COUNT"
"2026-02-03 20:50:20.208+00","23","CYCLE_COUNT"
"2026-02-03 20:50:30.228+00","24","CYCLE_COUNT"
"2026-02-03 20:50:38.241+00","25","CYCLE_COUNT"
"2026-02-03 20:50:47.258+00","26","CYCLE_COUNT"
"2026-02-03 20:50:56.776+00","27","CYCLE_COUNT"
"2026-02-03 20:51:08.795+00","28","CYCLE_COUNT"
"2026-02-03 20:51:17.811+00","29","CYCLE_COUNT"
"2026-02-03 20:51:27.829+00","30","CYCLE_COUNT"
"2026-02-03 20:51:42.384+00","31","CYCLE_COUNT"
"2026-02-03 20:51:49.396+00","32","CYCLE_COUNT"
"2026-02-03 20:52:00.417+00","33","CYCLE_COUNT"
"2026-02-03 20:52:11.937+00","34","CYCLE_COUNT"
"2026-02-03 20:52:21.451+00","35","CYCLE_COUNT"
"2026-02-03 20:52:33.973+00","36","CYCLE_COUNT"
"2026-02-03 20:52:42.991+00","37","CYCLE_COUNT"
"2026-02-03 20:52:55.512+00","38","CYCLE_COUNT"
"2026-02-03 20:53:05.032+00","39","CYCLE_COUNT"
"2026-02-03 20:53:16.552+00","40","CYCLE_COUNT"
"2026-02-03 20:53:25.569+00","41","CYCLE_COUNT"
"2026-02-03 20:53:39.094+00","42","CYCLE_COUNT"
"2026-02-03 20:53:51.116+00","43","CYCLE_COUNT"
"2026-02-03 20:54:00.134+00","44","CYCLE_COUNT"
"2026-02-03 20:54:10.653+00","45","CYCLE_COUNT"
"2026-02-03 20:54:22.676+00","46","CYCLE_COUNT"
"2026-02-03 20:54:33.193+00","47","CYCLE_COUNT"
"2026-02-03 20:54:44.716+00","48","CYCLE_COUNT"
"2026-02-03 20:54:54.736+00","49","CYCLE_COUNT"
"2026-02-03 20:55:06.257+00","50","CYCLE_COUNT"
"2026-02-03 20:55:16.776+00","51","CYCLE_COUNT"
"2026-02-03 20:55:29.296+00","52","CYCLE_COUNT"
"2026-02-03 20:55:40.318+00","53","CYCLE_COUNT"
"2026-02-03 20:55:49.837+00","54","CYCLE_COUNT"
"2026-02-03 20:55:59.855+00","55","CYCLE_COUNT"
"2026-02-03 20:56:11.376+00","56","CYCLE_COUNT"
"2026-02-03 20:56:22.396+00","57","CYCLE_COUNT"
"2026-02-03 20:56:34.42+00","58","CYCLE_COUNT"
"2026-02-03 20:56:45.442+00","59","CYCLE_COUNT"
"2026-02-03 20:56:54.957+00","60","CYCLE_COUNT"
"2026-02-03 20:57:06.477+00","61","CYCLE_COUNT"
"2026-02-03 20:57:18.498+00","62","CYCLE_COUNT"
"2026-02-03 20:57:27.515+00","63","CYCLE_COUNT"
"2026-02-03 20:57:39.538+00","64","CYCLE_COUNT"
"2026-02-03 20:57:51.56+00","65","CYCLE_COUNT"
"2026-02-03 20:58:00.577+00","66","CYCLE_COUNT"
"2026-02-03 20:58:10.594+00","67","CYCLE_COUNT"
"2026-02-03 20:58:23.616+00","68","CYCLE_COUNT"
"2026-02-03 20:58:33.634+00","69","CYCLE_COUNT"
"2026-02-03 20:58:44.153+00","70","CYCLE_COUNT"
"2026-02-03 20:58:55.175+00","71","CYCLE_COUNT"
"2026-02-03 20:59:06.196+00","72","CYCLE_COUNT"
"2026-02-03 20:59:16.211+00","73","CYCLE_COUNT"
"2026-02-03 20:59:23.224+00","74","CYCLE_COUNT"
"2026-02-03 20:59:29.736+00","75","CYCLE_COUNT"
"2026-02-03 20:59:38.252+00","76","CYCLE_COUNT"
"2026-02-03 20:59:49.773+00","77","CYCLE_COUNT"
"2026-02-03 20:59:59.79+00","78","CYCLE_COUNT"
"2026-02-03 21:00:11.31+00","79","CYCLE_COUNT"
"2026-02-03 21:00:20.828+00","80","CYCLE_COUNT"
"2026-02-03 21:00:32.847+00","81","CYCLE_COUNT"
"2026-02-03 21:00:44.369+00","82","CYCLE_COUNT"
"2026-02-03 21:00:53.385+00","83","CYCLE_COUNT"
"2026-02-03 21:01:05.908+00","84","CYCLE_COUNT"
"2026-02-03 21:01:17.43+00","85","CYCLE_COUNT"
"2026-02-03 21:01:27.947+00","86","CYCLE_COUNT"
"2026-02-03 21:01:38.967+00","87","CYCLE_COUNT"
"2026-02-03 21:01:48.483+00","88","CYCLE_COUNT"
"2026-02-03 21:02:00.506+00","89","CYCLE_COUNT"
"2026-02-03 21:02:11.524+00","90","CYCLE_COUNT"
"2026-02-03 21:02:24.547+00","91","CYCLE_COUNT"
"2026-02-03 21:02:32.563+00","92","CYCLE_COUNT"
"2026-02-03 21:02:43.584+00","93","CYCLE_COUNT"
"2026-02-03 21:02:54.603+00","94","CYCLE_COUNT"
"2026-02-03 21:03:06.128+00","95","CYCLE_COUNT"
"2026-02-03 21:03:16.647+00","96","CYCLE_COUNT"
"2026-02-03 21:03:28.17+00","97","CYCLE_COUNT"
"2026-02-03 21:03:40.692+00","98","CYCLE_COUNT"
"2026-02-03 21:03:48.707+00","99","CYCLE_COUNT"
"2026-02-03 21:04:00.229+00","100","CYCLE_COUNT"
"2026-02-03 21:04:11.748+00","101","CYCLE_COUNT"
"2026-02-03 21:04:21.765+00","102","CYCLE_COUNT"
"2026-02-03 21:04:33.784+00","103","CYCLE_COUNT"
"2026-02-03 21:04:44.803+00","104","CYCLE_COUNT"
"2026-02-03 21:04:55.824+00","105","CYCLE_COUNT"
"2026-02-03 21:05:05.841+00","106","CYCLE_COUNT"
"2026-02-03 21:05:17.361+00","107","CYCLE_COUNT"
"2026-02-03 21:05:27.381+00","108","CYCLE_COUNT"
"2026-02-03 21:05:39.4+00","109","CYCLE_COUNT"
"2026-02-03 21:05:48.916+00","110","CYCLE_COUNT"
"2026-02-03 21:06:00.94+00","111","CYCLE_COUNT"
"2026-02-03 21:06:10.957+00","112","CYCLE_COUNT"
"2026-02-03 21:06:21.98+00","113","CYCLE_COUNT"
"2026-02-03 21:06:33.005+00","114","CYCLE_COUNT"
"2026-02-03 21:06:45.025+00","115","CYCLE_COUNT"
"2026-02-03 21:06:54.542+00","116","CYCLE_COUNT"
"2026-02-03 21:07:06.565+00","117","CYCLE_COUNT"
"2026-02-03 21:07:16.585+00","118","CYCLE_COUNT"
"2026-02-03 21:07:27.602+00","119","CYCLE_COUNT"
"2026-02-03 21:07:37.621+00","120","CYCLE_COUNT"
"2026-02-03 21:07:49.142+00","121","CYCLE_COUNT"
"2026-02-03 21:08:01.165+00","122","CYCLE_COUNT"
"2026-02-03 21:08:11.687+00","123","CYCLE_COUNT"
"2026-02-03 21:08:22.204+00","124","CYCLE_COUNT"
"2026-02-03 21:08:33.223+00","125","CYCLE_COUNT"
"2026-02-03 21:08:43.243+00","126","CYCLE_COUNT"
"2026-02-03 21:08:55.261+00","127","CYCLE_COUNT"
"2026-02-03 21:09:05.789+00","128","CYCLE_COUNT"
"2026-02-03 21:09:17.31+00","129","CYCLE_COUNT"
"2026-02-03 21:09:28.335+00","130","CYCLE_COUNT"
"2026-02-03 21:09:38.854+00","131","CYCLE_COUNT"
"2026-02-03 21:09:50.876+00","132","CYCLE_COUNT"
"2026-02-03 21:10:00.895+00","133","CYCLE_COUNT"
"2026-02-03 21:10:11.914+00","134","CYCLE_COUNT"
"2026-02-03 21:10:24.434+00","135","CYCLE_COUNT"
"2026-02-03 21:10:33.952+00","136","CYCLE_COUNT"
"2026-02-03 21:10:44.469+00","137","CYCLE_COUNT"
"2026-02-03 21:10:54.988+00","138","CYCLE_COUNT"
"2026-02-03 21:11:09.014+00","139","CYCLE_COUNT"
"2026-02-03 21:11:16.526+00","140","CYCLE_COUNT"
"2026-02-03 21:11:31.051+00","141","CYCLE_COUNT"
"2026-02-03 21:11:39.066+00","142","CYCLE_COUNT"
"2026-02-03 21:11:52.588+00","143","CYCLE_COUNT"
"2026-02-03 21:12:01.103+00","144","CYCLE_COUNT"
"2026-02-03 21:12:11.12+00","145","CYCLE_COUNT"
"2026-02-03 21:12:23.142+00","146","CYCLE_COUNT"
"2026-02-03 21:12:34.66+00","147","CYCLE_COUNT"
"2026-02-03 21:12:50.188+00","148","CYCLE_COUNT"
"2026-02-03 21:12:56.198+00","149","CYCLE_COUNT"
"2026-02-03 21:13:06.215+00","150","CYCLE_COUNT"
"2026-02-03 21:13:22.245+00","151","CYCLE_COUNT"
"2026-02-03 21:13:29.756+00","152","CYCLE_COUNT"
"2026-02-03 21:13:42.781+00","153","CYCLE_COUNT"
"2026-02-03 21:13:51.797+00","154","CYCLE_COUNT"
"2026-02-03 21:14:04.317+00","155","CYCLE_COUNT"
"2026-02-03 21:14:13.835+00","156","CYCLE_COUNT"
"2026-02-03 21:14:24.855+00","157","CYCLE_COUNT"
"2026-02-03 21:14:35.876+00","158","CYCLE_COUNT"
"2026-02-03 21:14:45.894+00","159","CYCLE_COUNT"
"2026-02-03 21:14:57.414+00","160","CYCLE_COUNT"
"2026-02-03 21:15:08.936+00","161","CYCLE_COUNT"
"2026-02-03 21:15:19.954+00","162","CYCLE_COUNT"
"2026-02-03 21:15:29.47+00","163","CYCLE_COUNT"
"2026-02-03 21:15:39.989+00","164","CYCLE_COUNT"
"2026-02-03 21:15:52.011+00","165","CYCLE_COUNT"
"2026-02-03 21:31:28.278+00","1","CYCLE_COUNT"
"2026-02-03 21:36:20.473+00","1","CYCLE_COUNT"
"2026-02-03 21:42:41.856+00","1","CYCLE_COUNT"
"2026-02-03 21:42:52.373+00","2","CYCLE_COUNT"
"2026-02-03 21:43:04.396+00","3","CYCLE_COUNT"
"2026-02-03 21:43:11.91+00","4","CYCLE_COUNT"
"2026-02-03 21:43:22.428+00","5","CYCLE_COUNT"
"2026-02-03 21:43:29.442+00","6","CYCLE_COUNT"
"2026-02-03 21:43:37.458+00","7","CYCLE_COUNT"
"2026-02-03 21:43:51.984+00","8","CYCLE_COUNT"
"2026-02-03 21:44:03.504+00","9","CYCLE_COUNT"
"2026-02-03 21:44:09.515+00","10","CYCLE_COUNT"
"2026-02-03 21:44:23.541+00","11","CYCLE_COUNT"
"2026-02-03 21:44:29.052+00","12","CYCLE_COUNT"
"2026-02-03 21:44:40.073+00","13","CYCLE_COUNT"
"2026-02-03 21:44:50.594+00","14","CYCLE_COUNT"
"2026-02-03 21:45:03.117+00","15","CYCLE_COUNT"
"2026-02-03 21:45:14.639+00","16","CYCLE_COUNT"
"2026-02-03 21:45:26.16+00","17","CYCLE_COUNT"
"2026-02-03 21:45:37.181+00","18","CYCLE_COUNT"
"2026-02-03 21:45:47.199+00","19","CYCLE_COUNT"
"2026-02-03 21:45:55.716+00","20","CYCLE_COUNT"
"2026-02-03 21:46:06.735+00","21","CYCLE_COUNT"
"2026-02-03 21:46:18.254+00","22","CYCLE_COUNT"
"2026-02-03 21:46:30.277+00","23","CYCLE_COUNT"
"2026-02-03 21:46:39.293+00","24","CYCLE_COUNT"
"2026-02-03 21:46:50.314+00","25","CYCLE_COUNT"
"2026-02-03 21:47:01.335+00","26","CYCLE_COUNT"
"2026-02-03 21:47:12.354+00","27","CYCLE_COUNT"
"2026-02-03 21:47:23.373+00","28","CYCLE_COUNT"
"2026-02-03 21:47:33.393+00","29","CYCLE_COUNT"
"2026-02-03 21:47:43.915+00","30","CYCLE_COUNT"
"2026-02-03 21:47:56.439+00","31","CYCLE_COUNT"
"2026-02-03 21:48:06.457+00","32","CYCLE_COUNT"
"2026-02-03 21:48:17.477+00","33","CYCLE_COUNT"
"2026-02-03 21:48:27.996+00","34","CYCLE_COUNT"
"2026-02-03 21:48:46.029+00","35","CYCLE_COUNT"
"2026-02-03 21:48:52.54+00","36","CYCLE_COUNT"
"2026-02-03 21:49:01.054+00","37","CYCLE_COUNT"
"2026-02-03 21:49:11.572+00","38","CYCLE_COUNT"
"2026-02-03 21:49:21.091+00","39","CYCLE_COUNT"
"2026-02-03 21:49:33.113+00","40","CYCLE_COUNT"
"2026-02-03 21:49:44.634+00","41","CYCLE_COUNT"
"2026-02-03 21:49:56.154+00","42","CYCLE_COUNT"
"2026-02-03 21:50:05.671+00","43","CYCLE_COUNT"
"2026-02-03 21:50:17.193+00","44","CYCLE_COUNT"
"2026-02-03 21:50:28.716+00","45","CYCLE_COUNT"
"2026-02-03 21:50:40.739+00","46","CYCLE_COUNT"
"2026-02-03 21:50:50.756+00","47","CYCLE_COUNT"
"2026-02-03 21:51:03.781+00","48","CYCLE_COUNT"
"2026-02-03 21:51:12.798+00","49","CYCLE_COUNT"
"2026-02-03 21:51:23.318+00","50","CYCLE_COUNT"
"2026-02-03 21:51:39.847+00","51","CYCLE_COUNT"
"2026-02-03 21:51:47.367+00","52","CYCLE_COUNT"
"2026-02-03 21:51:58.889+00","53","CYCLE_COUNT"
"2026-02-03 21:52:06.403+00","54","CYCLE_COUNT"
"2026-02-03 21:52:10.91+00","55","CYCLE_COUNT"
"2026-02-03 21:52:18.425+00","56","CYCLE_COUNT"
"2026-02-03 21:52:28.442+00","57","CYCLE_COUNT"
"2026-02-03 21:52:41.967+00","58","CYCLE_COUNT"
"2026-02-03 21:52:49.981+00","59","CYCLE_COUNT"
"2026-02-03 21:53:04.507+00","60","CYCLE_COUNT"
"2026-02-03 21:53:12.519+00","61","CYCLE_COUNT"
"2026-02-03 21:53:23.542+00","62","CYCLE_COUNT"
"2026-02-03 21:53:33.058+00","63","CYCLE_COUNT"
"2026-02-03 21:53:44.077+00","64","CYCLE_COUNT"
"2026-02-03 21:53:54.093+00","65","CYCLE_COUNT"
"2026-02-03 21:54:06.615+00","66","CYCLE_COUNT"
"2026-02-03 21:54:16.629+00","67","CYCLE_COUNT"
"2026-02-03 21:54:28.652+00","68","CYCLE_COUNT"
"2026-02-03 21:54:38.167+00","69","CYCLE_COUNT"
"2026-02-03 21:54:51.191+00","70","CYCLE_COUNT"
"2026-02-03 21:55:02.211+00","71","CYCLE_COUNT"
"2026-02-03 21:55:13.228+00","72","CYCLE_COUNT"
"2026-02-03 21:55:21.243+00","73","CYCLE_COUNT"
"2026-02-03 21:55:35.771+00","74","CYCLE_COUNT"
"2026-02-03 21:55:44.285+00","75","CYCLE_COUNT"
"2026-02-03 21:55:55.307+00","76","CYCLE_COUNT"
"2026-02-03 21:56:07.328+00","77","CYCLE_COUNT"
"2026-02-03 21:56:17.848+00","78","CYCLE_COUNT"
"2026-02-03 21:56:27.866+00","79","CYCLE_COUNT"
"2026-02-03 21:56:40.388+00","80","CYCLE_COUNT"
"2026-02-03 21:56:50.406+00","81","CYCLE_COUNT"
"2026-02-03 21:57:02.427+00","82","CYCLE_COUNT"
"2026-02-03 21:57:11.442+00","83","CYCLE_COUNT"
"2026-02-03 21:57:23.464+00","84","CYCLE_COUNT"
"2026-02-03 21:57:33.483+00","85","CYCLE_COUNT"
"2026-02-03 21:57:45.006+00","86","CYCLE_COUNT"
"2026-02-03 21:57:55.525+00","87","CYCLE_COUNT"
"2026-02-03 21:58:09.051+00","88","CYCLE_COUNT"
"2026-02-03 21:58:18.066+00","89","CYCLE_COUNT"
"2026-02-03 21:58:28.084+00","90","CYCLE_COUNT"
"2026-02-03 21:58:39.106+00","91","CYCLE_COUNT"
"2026-02-03 21:58:49.624+00","92","CYCLE_COUNT"
"2026-02-03 21:59:01.146+00","93","CYCLE_COUNT"
"2026-02-03 21:59:11.163+00","94","CYCLE_COUNT"
"2026-02-03 21:59:22.184+00","95","CYCLE_COUNT"
"2026-02-03 21:59:33.203+00","96","CYCLE_COUNT"
"2026-02-03 21:59:45.726+00","97","CYCLE_COUNT"
"2026-02-03 21:59:54.744+00","98","CYCLE_COUNT"
"2026-02-03 22:00:05.261+00","99","CYCLE_COUNT"
"2026-02-03 22:00:16.779+00","100","CYCLE_COUNT"
"2026-02-03 22:00:27.297+00","101","CYCLE_COUNT"
"2026-02-03 22:00:39.82+00","102","CYCLE_COUNT"
"2026-02-03 22:00:49.342+00","103","CYCLE_COUNT"
"2026-02-03 22:01:00.863+00","104","CYCLE_COUNT"
"2026-02-03 22:01:11.885+00","105","CYCLE_COUNT"
"2026-02-03 22:01:22.404+00","106","CYCLE_COUNT"
"2026-02-03 22:01:34.928+00","107","CYCLE_COUNT"
"2026-02-03 22:01:46.447+00","108","CYCLE_COUNT"
"2026-02-03 22:01:54.462+00","109","CYCLE_COUNT"
"2026-02-03 22:02:05.482+00","110","CYCLE_COUNT"
"2026-02-03 22:02:16.001+00","111","CYCLE_COUNT"
"2026-02-03 22:02:27.019+00","112","CYCLE_COUNT"
"2026-02-03 22:02:38.038+00","113","CYCLE_COUNT"
"2026-02-03 22:02:49.559+00","114","CYCLE_COUNT"
"2026-02-03 22:02:59.077+00","115","CYCLE_COUNT"
"2026-02-03 22:03:11.096+00","116","CYCLE_COUNT"
"2026-02-03 22:03:22.116+00","117","CYCLE_COUNT"
"2026-02-03 22:03:33.136+00","118","CYCLE_COUNT"
"2026-02-03 22:03:42.655+00","119","CYCLE_COUNT"
"2026-02-03 22:03:54.676+00","120","CYCLE_COUNT"
"2026-02-03 22:04:03.692+00","121","CYCLE_COUNT"
"2026-02-03 22:04:17.217+00","122","CYCLE_COUNT"
"2026-02-03 22:04:27.735+00","123","CYCLE_COUNT"
"2026-02-03 22:04:38.254+00","124","CYCLE_COUNT"
"2026-02-03 22:04:48.273+00","125","CYCLE_COUNT"
"2026-02-03 22:05:00.795+00","126","CYCLE_COUNT"
"2026-02-03 22:05:10.813+00","127","CYCLE_COUNT"
"2026-02-03 22:08:34.64+00","1","CYCLE_COUNT"
"2026-02-03 22:08:45.158+00","2","CYCLE_COUNT"
"2026-02-03 22:08:56.176+00","3","CYCLE_COUNT"
"2026-02-03 22:09:03.691+00","4","CYCLE_COUNT"
"2026-02-03 22:09:12.709+00","5","CYCLE_COUNT"
"2026-02-03 22:09:21.725+00","6","CYCLE_COUNT"
"2026-02-03 22:09:29.239+00","7","CYCLE_COUNT"
"2026-02-03 22:09:38.757+00","8","CYCLE_COUNT"
"2026-02-03 22:09:49.274+00","9","CYCLE_COUNT"
"2026-02-03 22:10:00.792+00","10","CYCLE_COUNT"
"2026-02-03 22:10:11.812+00","11","CYCLE_COUNT"
"2026-02-03 22:10:22.831+00","12","CYCLE_COUNT"
"2026-02-03 22:10:32.853+00","13","CYCLE_COUNT"
"2026-02-03 22:10:44.373+00","14","CYCLE_COUNT"
"2026-02-03 22:10:53.891+00","15","CYCLE_COUNT"
